School Code,School Name,School Address1,School Address2,School City,School Province,School Postal Code,School Phone
1132,Holy Redeemer Catholic Junior/Senior High School,4912 - 12 Avenue,,Edson,AB,T7E1S7,(780) 723-7437
1133,École Innisfail Middle School,4501 - 52 Avenue,,Innisfail,AB,T4G1A8,(403) 227-0060
1134,Fort Vermilion Outreach Program,P.O. Box 308,,Fort Vermilion,AB,T0H1N0,(780) 927-4875
1135,Penson School,Box 165,,Grovedale,AB,T0H1X0,(780) 532-6390
1136,La Crete Outreach Program,P.O. Box 700,,La Crete,AB,T0H2H0,(780) 928-4908
1137,Peace Wapiti Outreach Program,P.O. Box 99,,Spirit River,AB,T0H3G0,(780) 864-3741
1138,St. John Bosco Catholic School,9902 101 ST,,Grande Prairie,AB,T8V2P4,(780) 532-7066
1140,Avondale School,10226 - 108 Avenue,,Grande Prairie,AB,T8V1P5,(780) 532-3230
1141,Grande Prairie Composite High School,10501 112 Avenue,,Grande Prairie,AB,T8V6V6,(780) 532-7721
1142,Alexander Forbes School,7240 Poplar Drive,,Grande Prairie,AB,T8V5A6,(780) 532-1365
1143,Hillside Community School,9410 - 106 Avenue,,Grande Prairie,AB,T8V1H8,(780) 532-0743
1144,École Montrose School,6431 - 98 Street,,Grande Prairie,AB,T8W2H3,(780) 532-8861
1146,Swanavon School,8908 - 100 Street,,Grande Prairie,AB,T8V2K4,(780) 532-8885
1147,Parkside Montessori,9617 - 91A Avenue,,Grande Prairie,AB,T8V0G7,(780) 532-7429
1150,Crystal Park School,9351 - 116 Avenue,,Grande Prairie,AB,T8V6L5,(780) 539-0333
1152,Aspen Grove School,9720 - 63 Avenue,,Grande Prairie,AB,T8W1K3,(780) 538-3009
1153,Bridge Network,9625 Prairie Road,,Grande Prairie,AB,T8V6G5,(780) 539-0950
1154,Grande Prairie Public School District #2357 Home Schooling,9625 Prairie Road,,Grande Prairie,AB,T8V6G5,(780) 539-0950
1156,Holy Spirit Catholic School,151 Crimson Drive,,Sherwood Park,AB,T8H2R2,
1157,Gateway Academy Valleyview,Bag #3,,Valleyview,AB,T0H3N0,(780) 524-5508
1161,Discovering Choices II,3610 - 9th Street SE ,,Calgary,AB,T2G3C5,(403) 777-8384
1162,CUPS Child Development Centre,622 - 11 Avenue SW,,Calgary,AB,T2R0E2,(403) 390-3441
1163,Inner City High School,P.O. Box 11506,,Edmonton,AB,T5J3K7,(780) 424-9425
1165,Christ-King Catholic School,4704B 55 Street,,Stettler,AB,T0C2L2,(403) 742-0280
1170,St. Mary Catholic School,P.O. Box 479,,Beaverlodge,AB,T0H0C0,(780) 354-2944
1171,St. Mary's Catholic School,P.O. Box 480,,Sexsmith,AB,T0H3C0,(780) 568-3631
1172,Holy Cross Catholic School,11011 - 90 Street,,Grande Prairie,AB,T8X1J7,(780) 538-0077
1173,Clareview Head Start,1142 Hermitage RD,,Edmonton,AB,T5A4L4,(780) 426-3666
1174,Youth Recovery Treatment Program,12315 - 125 St NW,,Edmonton,AB,T5L0N4,
1176,St. Clement Catholic School,9636 - 109 Avenue,,Grande Prairie,AB,T8V1R2,(780) 532-4698
1178,St. Joseph Catholic High School,10520 - 68 Avenue,,Grande Prairie,AB,T8W2P1,(780) 532-7779
1180,Ecole St. Gerard Catholic School,9724 - 88 Avenue,,Grande Prairie,AB,T8V0B7,(780) 532-5398
1181,St. Kateri Catholic School,7906 Mission Heights Drive,,Grande Prairie,AB,T8W1H3,(780) 538-2883
1189,Ecole Notre-Dame des Vallees,132 Quigley Drive,,Cochrane,AB,T4C1R1,(403) 851-0244
1190,Grande Prairie Regional College,10726 - 106 Avenue,,Grande Prairie,AB,T8V4C4,
1192,Grande Prairie Christian School,8202 - 110 Street,,Grande Prairie,AB,T8W1M3,(780) 539-4566
1194,Hillcrest Christian School,10306 - 102 Street,,Grande Prairie,AB,T8V2W3,(780) 539-9161
1195,Wilson Prairie Mennonite School,P.O. Box 988,,La Crete,AB,T0H2H0,(780) 928-2242
1196,Living Springs Christian School,P.O. Box 672,,Hythe,AB,T0H2C0,(780) 356-3322
1197,Cleardale Mennonite School,P. O. Box 80,,Cleardale,AB,T0H3Y0,(780) 685-3721
1198,Bigstone Community School,P.O. Box 930,,Wabasca,AB,T0G2K0,(780) 891-3830
1199,Blumenort Mennonite School,P.O. Box 988,,La Crete,AB,T0H2H0,(780) 928-2242
1202,Fox Creek School,P.O. Box 88,,Fox Creek,AB,T0H1P0,(780) 622-3742
1203,Ridgevalley School,P.O. Box 59,,Crooked Creek,AB,T0H0Y0,(780) 957-3995
1206,Hillside Junior Senior High School,P.O Bag 3,,Valleyview,AB,T0H3N0,(780) 524-3277
1207,Harry Gray Elementary School,P.O. Bag 1,,Valleyview,AB,T0H3N0,(780) 524-3433
1208,Oscar Adolphson Primary School,P.O. Bag 4,,Valleyview,AB,T0H3N0,(780) 524-3144
1209,Crooked Creek Colony School,P.O. Box 95,,Crooked Creek,AB,T0H0Y0,
1210,Valleyview Ranches Colony School,P.O. Bag 2,,Valleyview,AB,T0H3N0,(780) 524-4473
1211,Twilight Colony School,P.O. Bag 2,,Valleyview,AB,T0H3N0,(780) 837-8211
1216,Providence Children's Centre - Falconridge,5232 - 4 Street SW,,Calgary,AB,T2V0Z4,(403) 255-5577
1218,Ranchlands Montessori Children's Centre,3 Windsor Crescent S.W.,,Calgary,AB,T2V1V4,(403) 255-8664
1219,The Chinese Cultural Promotion Society,9538,"
107 Avenue",Edmonton,AB,T5H0T7,(780) 885-2280
1220,Lethbridge Writing Centre,2710 College Drive South,"
College Drive Community Churc",Lethbridge,AB,T1K6K5,(403) 320-1652
1221,Lakeland Ridge School,101 Crimson Drive,,Sherwood Park,AB,T8H2P1,(780) 416-9018
1222,Ehpewapahk Alternate School,P.O. Box 1508,,Maskwacis,AB,T0C1N0,(780) 585-2202
1223,Edmonton Provincial Writing Centre,13156 St. Albert Trail,,Edmonton,AB,T5L4P6,(780) 427-0010
1224,Centennial High School,55 Sun Valley Blvd SE,,Calgary,AB,T2X3W7,(403) 256-8140
1225,St. Timothy,501 Sunset Drive,,Cochrane,AB,T4C2K4,(403) 500-2106
1226,Our Lady of Fatima,6320 Taralea Park NE,,Calgary,AB,T3J5C4,(403) 500-2112
1229,Notre Dame Academy,646 Spruce Way,,Medicine Hat,AB,T1B4L4,(403) 527-5118
1231,Holy Cross Collegiate,709B 2nd Street,,Strathmore,AB,T1P1B8,(403) 901-2050
1232,Start Outreach,3610 9th Street SE ,,Calgary,AB,T2G3C5,(403) 777-6107
1233,NSonline,1604 Sherwood Drive,,Sherwood Park,AB,T8A0Z2,(780) 464-1899
1234,EIPS Home Education,1604 Sherwood Drive,,Sherwood Park,AB,T8A0Z2,(780) 464-1899
1237,Young Moms' School,1707 - 7 Avenue N.E.,,Medicine Hat,AB,T1C1P5,(403) 527-7877
1239,Pathways School,770 - 1 Street SE,,Medicine Hat,AB,T1A0B4,(403) 526-7877
1241,The Link,8876 108 Ave,,Grande Prairie,AB,T8W0G7,(780) 513-3391
1242,Crossroads Outreach School,Box 36,,Caslan,AB,T0A0R0,
1245,Shady Lane Colony School,P.O. Box 217,,Wanham,AB,T0H3P0,(780) 864-5306
1246,SCcyber E-learning Community,PO Box 91099,,Calgary,AB,T3G5W6,(403) 872-0487
1247,Ecole Le Ruisseau,803 - 4 Ave West,,Brooks,AB,T1R0B5,(403) 362-2010
1249,Behaviour Therapy and Learning Centre Ltd.,"100, 2107 Sirocco Drive SW",,Calgary,AB,T3H5P1,(403) 217-5876
1251,Providence Children's Centre - Beddington,5232 - 4 Street SW,,Calgary,AB,T2V0Z4,(403) 255-5577
1253,St. John Paul II Catholic Outreach School,3827 39 Street,,Red Deer,AB,T4N0Y6,
1254,Aboriginal Head Start - Abbott Site,12045-34th Street,,Edmonton,AB,T5W1Z5,(780) 640-9799
1255,Aboriginal Head Start - Belmead Site,9011-182nd Street,,Edmonton,AB,T5T2Y9,(780) 640-9799
1256,Fort McMurray Islamic School,109 Greely Road,,Fort McMurray,AB,T9H4V4,(780) 750-3888
1258,Livingstone Range Outreach - North,P.O. Box 219,"
628-55 Avenue West",Claresholm,AB,T0L0T0,(403) 625-3387
1260,Westbrook Outreach,3610 - 9th Street SE ,,Calgary,AB,T2G3C5,(403) 777-8020
1264,Phoenix Education Foundation,320 19 Street S.E.,,Calgary,AB,T2E6J6,(403) 265-7701
1265,Okotoks Montessori Preschool,201 Hunter's Place,,Okotoks,AB,T1S1K8,(403) 938-0400
1266,Mary Bergeron Elementary School,4535 - 8 Avenue,,Edson,AB,T7E0C6,(780) 723-5300
1267,Greystone Centennial Middle School,130 Greystone Drive,,Spruce Grove,AB,T7X4P5,(780) 962-0357
1268,Holy Spirit Catholic School,100 Michigan Street,,Devon,AB,T9G2H6,(780) 987-5730
1269,Airdrie Francophone School,1165 Ravenswood Drive,,Airdrie,AB,T4A0H3,(403) 948-6995
1270,St. Stephens Catholic School,PO Box 840,"
4301 - 51 Avenue",Valleyview,AB,T0H3N0,(780) 524-3562
1271,Access Academy,B1 - 2451 Dieppe Avenue S.W.,"
Box 100",Calgary,AB,T3E7K1,(403) 455-3033
1272,St. Dominic High School,5502 - 50 Street,,Rocky Mountain House,AB,T4T1W6,(403) 845-5313
1275,Notre Dame High School,11900 Country Village Link NE,,Calgary,AB,T3K6E4,(403) 500-2109
1278,Calgary Writing Centre (Argyll Home School),c/o Grace Baptist,"
2670 Radcliffe Dr. SE",Calgary,AB,T2A7M2,(403) 204-1836
1279,Calmar Elementary School,Bag 1059,,Calmar,AB,T0C0V0,(780) 985-2228
1280,Allen Gray Child Development Centre,5005 - 28 Avenue,,Edmonton,AB,T6L7G1,(780) 469-9606
1281,St. John Paul II Collegiate,53 Cimarron Drive,,Okotoks,AB,T1S2A6,(403) 938-4600
1282,Edmonton Christian Northeast School,5940 - 159 Avenue,,Edmonton,AB,T5Y0J5,(780) 408-7942
1283,Edmonton Christian West School,14345 McQueen Road,,Edmonton,AB,T5N3L5,(780) 408-7948
1284,Chestermere Learning Connection,133 Main Street,,Chestermere,AB,T1X1V3,(403) 235-0294
1294,Sturgeon Lake School,P.O. Bag 5,"
SE 19 70 23 W5",Valleyview,AB,T0H3N0,(780) 524-4590
1297,Ecole Beausoleil,70 Ranchers Meadows,,Okotoks,AB,T1S0P5,(403) 862-5333
1300,Lynn Lauren School,4720-51 Street,,Wetaskiwin,AB,T9A0K3,(780) 352-2281
1302,Bonanza School,P.O. Box 150,,Bonanza,AB,T0H0K0,(780) 353-3788
1303,Eaglesham School,P.O. Box 9,,Eaglesham,AB,T0H1H0,(780) 359-3792
1304,Rycroft School,P.O. Box 278,,Rycroft,AB,T0H3A0,(780) 765-3830
1305,Savanna School,Box 48,,Silver Valley,AB,T0H3E0,(780) 351-3771
1306,Spirit River Regional Academy,P.O. Bag 2500,,Spirit River,AB,T0H3G0,(780) 864-3696
1311,Birch Hills Hutterite School,P.O. Box 130,,Wanham,AB,T0H3P0,(780) 694-2040
1312,Father Lacombe Catholic School,5114 - 54 Avenue,,Lacombe,AB,T4L1G3,(403) 782-9345
1316,I'm For Kids Team,201-20 Inverness Square SE,,Calgary,AB,T2Z2V6,(403) 236-8919
1317,Rainbow Lake Learning Store,P.O. Box 116,,Rainbow Lake,AB,T0H2Y0,(780) 956-3851
1322,Canadian Rockies Education Outreach,800 Railway Avenue,,Canmore,AB,T1W1P1,(403) 678-6192
1323,Janus Academy Junior/Senior High School,200 - 403 33 Street NE,,Calgary,AB,T2A1X5,(403) 262-3333
1325,Blood Tribe Youth Ranch Alternate High School,P.O. Box 240,,Stand Off,AB,T0L1Y0,(403) 737-3966
1326,Kainai Alternate Academy,P.O. Box 419,,Stand Off,AB,T0L1Y0,(403) 737-2845
1328,Holy Trinity Academy,5749-45 Avenue,,Drayton Valley,AB,T7A0B6,(780) 621-5735
1330,Arbour Lake Middle School,27 Arbour Crest Dr NW,,Calgary,AB,T3G4H3,(403) 777-7310
1331,Chaparral School,480 Chaparral Dr SE,,Calgary,AB,T2X3X8,(403) 777-6424
1332,Citadel Park School,808 Citadel Dr NW,,Calgary,AB,T3G4B8,(403) 777-8063
1333,Mountain Park School,312 Mt Douglas Close SE,,Calgary,AB,T2Z4Y1,(403) 777-6442
1334,Radisson Park School,2805 Radcliffe Dr SE,,Calgary,AB,T2A0C8,(403) 777-8070
1335,Tuscany School,990 Tuscany Dr NW,,Calgary,AB,T3L2T4,(403) 777-8060
1336,St. Albert the Great,225 Prestwick Ave SE,,Calgary,AB,T2Z3X3,(403) 500-2114
1337,St. Basil Elementary/Junior High School,919 Tuscany Drive NW,,Calgary,AB,T3L2T5,(403) 500-2108
1338,St. Joan of Arc Elementary/Junior High School,7970 Wentworth Drive SW,,Calgary,AB,T3H0K2,(403) 500-2107
1339,St. Sebastian Elementary School,65 Chaparal Drive SE,,Calgary,AB,T2X0E6,(403) 500-2116
1340,St. Jerome Elementary School,11616 Panorama Hills Blvd NW,,Calgary,AB,T3K5S3,(403) 500-2115
1342,Nose Creek Elementary School,1690 Baywater Park SW,,Airdrie,AB,T4B0C3,(403) 945-1001
1343,Children's Autism Services of Edmonton,17451-103 Avenue,,Edmonton,AB,T5S1J4,(780) 495-9235
1344,Lillian Osborne High School,2019 Leger Road NW,,Edmonton,AB,T6R0R9,(780) 391-2450
1348,Southeast Elementary Campus,9711 Academy Drive SE,,Calgary,AB,T2J1A9,(430) 258-2728
1349,Northeast Elementary Campus,1140 Mayland Drive NE,,Calgary,AB,T2E6C8,
1350,Northwest Elementary Campus,719-44 Ave NW,,Calgary,AB,T2K0J5,(403) 282-5202
1351,South Middle School Campus,8710 Ancourt Rd. SE,,Calgary,AB,T2H1V2,(403) 259-3175
1352,Southwest Elementary Campus,898 Sylvester Cres. SW,,Calgary,AB,T2W0R7,(403) 259-3527
1354,St. Martha Catholic School,102 Parsons Creek Drive,,Fort McMurray,AB,T9K0B3,(780) 799-5704
1356,Ostland School,P.O. Box 38,,Buffalo Head Prairie,AB,T0H4A0,(780) 926-6864
1357,Filipino Language & Cultural School,9538 - 107 Ave NW,,Edmonton,AB,T5H0T7,(780) 421-0175
1360,Three Hills Colony School,c/o Golden Hills School Div.75,"
435A Highway No. 1",Strathmore,AB,T1P1J4,(403) 934-5121
1361,Kisiko Awasis Kiskinahamawin,Box 33,,Robb,AB,T0E1X0,(403) 355-4076
1362,EIPS Centre for Educational Alternatives,20 Festival Way,,Sherwood Park,AB,T8A4Y1,(780) 464-1899
1363,Centre francophone d'education a distance,"8627, rue Marie-Anne-Gaboury (","
Bureau 312",Edmonton,AB,T6C3N1,(587) 686-7893
1364,Ecole Terre des Jeunes,3720 - 42 Street NW,,Calgary,AB,T3A0C6,(403) 247-2458
1365,École La Mosaïque,199 Martindale Blvd NE,,Calgary,AB,T3J3G4,(403) 277-2344
1367,Strathcona Christian Academy Elementary School,52362 Range Road 231,,Sherwood Park,AB,T8B0A3,(780) 449-2787
1368,Aspen Hill Montessori School,7102 14th Ave SW,,Calgary,AB,T3H4C7,(403) 607-1880
1369,Our Lady of the Rosary School,4520 Ryder's Ridge Boulevard,,Sylvan Lake,AB,T4S0E1,(403) 343-2568
1370,Ste. Marie Catholic School,P.O. Box 247,,Spirit River,AB,T0H3G0,(780) 864-3585
1371,École A la Découverte,17610 104 St. NW,,Edmonton,AB,T5X5X3,(780) 474-9547
1372,Derek Taylor School,7321 - 104A Street,,Grande Prairie,AB,T8W0E9,(780) 357-9174
1373,Our Lady of Wisdom,134 Rainbow Falls Drive,,Chestermere,AB,T1X0G7,(403) 500-2118
1375,St. Luke's Outreach Centre Okotoks,"#1, 22 Elizabeth Street","
Box 1449",Okotoks,AB,T1S1B4,(403) 995-0287
1376,Peace Regional Outreach Campus,9610 - 94 Avenue,,Peace River,AB,T8S1J1,(780) 624-5534
1377,Kingsland Colony School,6302 - 56 Street,,Taber,AB,T1G1Z9,(403) 733-3510
1378,Notre-Dame de la Paix,809 Willingdon Blvd SE,,Calgary,AB,T2J2B7,(403) 271-5544
1379,Hillview School,P.O. Box 1589,,High Prairie,AB,T0G1E0,(780) 523-9679
1380,Stafford Ridge School,402 6th Ave N,,Lethbridge,AB,T1H4J9,(403) 388-7600
1381,Elk Point Outreach,Box 310,,Elk Point,AB,T0A1A0,(780) 724-4951
1383,Khalsa School Calgary Educational Foundation,245228 Conrich Rd,,Conrich,AB,T1Z0N8,(403) 293-7712
1384,Genesis Protestant Reformed School,5110 Westling Road,"
PO Box 21",Clive,AB,T0C0Y0,(403) 597-2496
1385,Providence Children's Centre - Midnapore,5232 - 4 Street SW,,Calgary,AB,T2V0Z4,(403) 255-5577
1386,Dalhousie Community Kindergarten,5432 Dalhart Road NW,,Calgary,AB,T3A1V6,(403) 288-1050
1387,Aurora Learning Foundation,349,"
51559 RR 225",Sherwood Park,AB,T8C1H5,(780) 464-4010
1389,Gateway Academy Fox Creek,Box 598,,Fox Creek,AB,T0H1P0,(780) 622-3120
1392,Northern Lights School,"Site 4, P.O. Box 19, R.R. 1",,Spirit River,AB,T0H3G0,(780) 351-2242
1397,Aurora Learning Calgary,#137 5305 McCall Way NE,,Calgary,AB,T2E7N7,(403) 277-9535
1400,CARE (Centre for Adolescent Responsibility Education) Outreach,333 - 18 St. South,,Lethbridge,AB,T1J3E5,(403) 331-6427
1402,Fairview High School,P.O. Bag 2792,,Fairview,AB,T0H1L0,(780) 835-5421
1404,E E Oliver Elementary School,P.O. Bag 2525,,Fairview,AB,T0H1L0,(780) 835-2225
1405,Hines Creek Composite School,P.O. Box 450,,Hines Creek,AB,T0H2A0,(780) 494-3510
1407,Worsley Central School,P.O. Box 210,,Worsley,AB,T0H3W0,(780) 685-3842
1410,Maria Montessori School,Chief Crowfoot School,"
2634 12 Ave NW",Calgary,AB,T2N1K7,(403) 668-8538
1411,Tanbridge Academy,"178003, 112 Street West",,Calgary,AB,T1S0V8,(403) 259-3443
1413,Rainbow Creek Elementary School,285 West Creek Drive,,Chestermere,AB,T1X0L2,(403) 273-8129
1415,Oaks & Acorns Montessori ECS/Kindergarten - Midnapore,500 Midpark Way SE,,Calgary,AB,T2X3S3,(403) 873-2627
1419,Arrowwood Colony School,c/o Palliser Regional Schools,"
#101, 3305 - 18 Ave North",Lethbridge,AB,T1H5S1,(403) 684-3855
1421,Cloverleaf Colony,c/o Box 670,,Hanna,AB,T0J1P0,(403) 857-9280
1422,Evergreen Colony,6302 - 56 St.,,Taber,AB,T1G1Z9,(403) 223-3850
1423,Barons School,PO Box 189,,Barons,AB,T0L0G0,(403) 757-2579
1424,Clairmont Community School,10407 - 97 Street,,Clairmont,AB,T8X5E8,(780) 567-4698
1425,Siksika Storefront School,P.O. Box 1669,,Siksika,AB,T0J3W0,(403) 734-3418
1426,North Middle School Campus,211 McKnight Blvd. NE,,Calgary,AB,T2E5S7,
1427,Sister Annata Brockman Catholic Elementary/Junior High School,355 Hemingway Rd NW,,Edmonton,AB,T6M0L7,(780) 444-0250
1428,Monsignor William Irwin Catholic Elementary School,2629 Taylor Green NW,,Edmonton,AB,T6R3N8,(780) 430-1121
1429,Monsignor Fee Otterson Catholic Elementary/Junior High School,1834 Rutherford Rd SW,,Edmonton,AB,T6W0N5,(780) 430-8015
1430,Mother Margaret Mary Catholic High School,2010 Leger Rd NW,,Edmonton,AB,T6R0R9,(780) 988-2279
1431,St. Luke's Outreach Centre Brooks,"Bay 9, 1308 2 A Street West",,Brooks,AB,T1R0V5,(403) 362-5030
1432,Providence Children's Centre - Hawkwood,5232 - 4 Street SW,,Calgary,AB,T2V0Z4,(403) 255-5577
1433,Trinity Christian Academy,630 Westchester Road,,Strathmore,AB,T1P1H8,(403) 361-9631
1434,Pathway Montessori Inc,464 A Woodbine Blvd SW,,Calgary,AB,T2W5H7,(403) 402-0901
1435,Atlas Learning Academy Ltd.,508  3rd Avenue SE,,Airdrie,AB,T4B2C2,(403) 912-1133
1437,Airdrie Foundation Four Early Childhood Intervention,40 Canoe Circle,,Airdrie,AB,T4B2L6,(403) 945-4561
1439,Valhalla Community School,Box 143,,Valhalla Centre,AB,T0H3M0,(780) 356-2370
1440,Filipino Language and Cultural School of Calgary,Bay 204 & 206,"
4656 Westwinds Dr NE",Calgary,AB,T3J3Z5,
1443,Journeys Learning Academy,Box 104,,Kikino,AB,T0A2B0,(780) 623-9595
1444,St. Teresa Catholic Learning Centre,2-420 King Street,,Spruce Grove,AB,T7X2C6,(780) 960-0475
1445,Walshe Crossroads Campus,PO Box 1810,"
410 20th St.",Fort Macleod,AB,T0L0Z0,(403) 625-3356
1446,Third Academy Calgary South,400 Prince of Peace Way,,Rocky View County,AB,T1X1G2,(403) 288-5335
1447,Silver Creek School,RR#1,,Ferintosh,AB,T0B1M0,(780) 877-3713
1448,Palliser Beyond Borders at Picture Butte,Box 1280,,Picture Butte,AB,T0K1V0,(403) 732-5810
1450,Taradale School,170 Taravista Dr NE,,Calgary,AB,T3J5B1,(403) 777-6270
1451,Samuel W. Shaw School,115 Shannon Dr SW,,Calgary,AB,T2Y0K6,(403) 777-6163
1452,Panorama Hills School,1057 Panorama Hills Dr NW,,Calgary,AB,T3K0S4,(403) 777-6061
1453,Equinox Group Home,4719 - 46 Atreet,,Sylvan Lake,AB,T4S1N3,(403) 887-4729
1454,Mother Teresa School,7501 Willow Drive,,Grande Prairie,AB,T8X0H7,(780) 814-9732
1455,Johnny Bright School,1331 Rutherford Road SW,,Edmonton,AB,T6W1P4,(780) 437-1341
1456,Dr. Donald Massey School,5435 - 162 Ave NW,,Edmonton,AB,T5Y0E8,(780) 457-5435
1457,Florence Hallock School,16437 - 87 St. NW,,Edmonton,AB,T5Z3X1,(780) 478-1410
1458,A. Blair McPherson School,430 Tamarack Green NW,,Edmonton,AB,T6T0J4,(780) 468-4361
1459,Elizabeth Finch School,13815 - 160 Ave NW,,Edmonton,AB,T6V0C9,(780) 457-2022
1460,Esther Starkman School,2717 Terwillegar Way NW,,Edmonton,AB,T6R0G5,(780) 439-2717
1461,Maude Clifford Public School,9206 Lakeland Drive,,Grande Prairie,AB,T8X0J4,(780) 357-3500
1462,Good Shepherd School,1319 Thorburn Drive SE,,Airdrie,AB,T4A2A5,(403) 500-2117
1463,McKenzie Towne School,679 Prestwick Cir SE,,Calgary,AB,T2Z0V3,
1464,Iron Ridge Elementary Campus,Box 160,,Blackfalds,AB,T0M0J0,(403) 885-4646
1465,Chinook High School,259 Britannia Blvd. West,,Lethbridge,AB,T1J4A3,(403) 320-7565
1466,École Joseph-Moreau,9750 - 74 Avenue,,Edmonton,AB,T6E1E8,(780) 436-6303
1467,École Alexandre-Taché,30 Erin Ridge Drive,,St. Albert,AB,T8N5S5,(780) 458-4878
1468,Birch Meadows Colony School,Box 299,,Eaglesham,AB,T0H1H0,(780) 864-5307
1469,Carstairs Elementary School,PO Box 1440,,Carstairs,AB,T0M0N0,(403) 337-8670
1470,St. Thomas More Catholic School,P.O. Box 2245,,Fairview,AB,T0H1L0,(780) 835-2245
1471,St. Luke's Outreach Centre High River,339 - 3 Avenue SE,,High River,AB,T1V1H8,(403) 652-1919
1472,Albion Ridge Colony School,Box 828,,Picture Butte,AB,T0K1B0,(403) 715-4862
1473,Arden T. Litt Centre for Learning,P.O. Box 790,,Grassy Lake,AB,T0K0Z0,(403) 655-2211
1474,Living Truth Christian School,Box 89,,Mirror,AB,T0B3C0,(403) 788-2444
1476,Little Angels,599 Northmount Dr NW,,Calgary,AB,T2K3J6,(403) 285-9277
1478,Big Plans for Little Kids,4108 Montgomery View NW,,Calgary,AB,T3B0L9,(403) 685-4229
1479,Copperfield Farms Colony School,c/o Horizon School Divisiion,"
6302 - 56 Street",Taber,AB,T1G1Z9,(403) 654-2000
1482,Okotoks Home Schooling,Box 137,,Okotoks,AB,T1S1A4,(403) 938-4119
1484,Christ the King Catholic School,333 Cranston Way SE,,Calgary,AB,T3M1K6,(403) 500-2119
1485,Our Lady of the Evergreens Catholic School,322 Everridge Dr. S.W.,,Calgary,AB,T2Y0L5,(403) 500-2120
1486,Light of Christ Catholic School,6270 Saddlehorn Dr. N.E.,,Calgary,AB,T3J0L8,(403) 500-2121
1489,Saamis REAL Outreach,770 - 1 Street S.E.,,Medicine Hat,AB,T1A0B4,(403) 526-7877
1492,Fairview College - Northern Region,10901 - 93 Street,,High Level,AB,T0H1Z0,(780) 841-3600
1495,High Level Christian Academy,P.O. Box 1110,,High Level,AB,T0H1Z0,(780) 926-2360
1496,Academie Saint-Andre Academy,5811 Rue Eaglemont,,Beaumont,AB,T4X0X1,(780) 929-2961
1497,Holy Trinity School,Box 4228,,Olds,AB,T4H1P8,(403) 556-9444
1498,Bridlewood School,207 Bridleridge Way SW,,Calgary,AB,T2Y0L4,
1499,Cranston School,205 Cranston Drive SE,,Calgary,AB,T3M1E8,(403) 777-6267
1500,Evergreen School,367 Everstone Dr SW,,Calgary,AB,T2Y0L3,
1501,Lloyd Garrison School,P.O. Box 220,,Berwyn,AB,T0H0E0,(780) 338-3971
1504,Dixonville School,P.O. Box 230,,Dixonville,AB,T0H1E0,(780) 971-3770
1505,Grimshaw Public School,P.O. Box 468,,Grimshaw,AB,T0H1W0,(780) 332-4075
1507,Paul Rowe Junior Senior High School,P.O. Box 488,,Manning,AB,T0H2M0,(780) 836-3397
1508,Manning Elementary School,P.O. Box 779,,Manning,AB,T0H2M0,(780) 836-3532
1510,Nampa Public School,P.O. Box 210,,Nampa,AB,T0H2R0,(780) 322-3940
1511,Peace River High School,10001 - 91 Avenue,,Peace River,AB,T8S1Z5,(780) 624-4221
1512,T A Norris Middle School,8701 - 95 Street,,Peace River,AB,T8S1R6,(780) 624-3144
1514,Springfield Elementary School,7701 - 99 Street,,Peace River,AB,T8S1R4,(780) 624-2143
1517,Fairview College - Peace River,P.O. Bag 3500,,Peace River,AB,T8S1V9,(780) 618-2600
1519,Royal Oak School,9100 Royal Birch Blvd NW,,Calgary,AB,T3G5R8,(403) 777-6279
1520,Saddle Ridge School,368 Saddlecrest Blvd NE,,Calgary,AB,T3J5L6,(403) 777-6249
1521,West Springs School,8999 Wentworth Ave SW,,Calgary,AB,T3H0P7,(403) 777-6244
1522,Revelation On-Line,3802 139 Ave NW,,Edmonton,AB,T5Y3G4,(780) 670-2940
